PeakID (cmd=TPR1_QuEST_peaks.bed tair10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
R-1016	Chr1	4525258	4525653	+	130023	NA	TTS (AT1G13245.1)	TTS (AT1G13245.1)	609	AT1G13245.1	837884	At.11267	NM_148462		RTFL17	DEVIL 4|DVL4|ROTUNDIFOLIA like 17	ROTUNDIFOLIA like 17	protein-coding
R-1017	Chr4	17289945	17290650	+	130023	NA	promoter-TSS (AT4G36670.1)	promoter-TSS (AT4G36670.1)	-707	AT4G36670.1	829820	At.31306	NM_119831		AT4G36670	AP22.86|AP22_86	putative polyol transporter 6	protein-coding
R-1021	Chr3	5720700	5720862	+	130023	NA	promoter-TSS (AT3G16800.1)	promoter-TSS (AT3G16800.1)	-239	AT3G16800.3	820933	At.38836	NM_001035636		AT3G16800	-	putative protein phosphatase 2C 41	protein-coding
R-1019	Chr4	6909782	6910312	+	130023	NA	Intergenic	Intergenic	2373	AT4G11370.1	826739	At.24904	NM_117208		RHA1A	F8L21.160|F8L21_160|RING-H2 FINGER PROTEIN RHA1A|RING-H2 finger A1A	RING-H2 zinc finger protein RHA1a	protein-coding
R-1018	Chr4	13814270	13814711	+	130023	NA	TTS (AT4G27657.1)	TTS (AT4G27657.1)	1446	AT4G27657.1	828879	At.32080	NM_118904		AT4G27657	-	hypothetical protein	protein-coding
R-1015	Chr1	23352792	23353015	+	130023	NA	promoter-TSS (AT1G63010.3)	promoter-TSS (AT1G63010.3)	-206	AT1G63010.5	842604	At.17751	NM_001084293		AT1G63010	F16P17.18|F16P17_18	Major Facilitator Superfamily with SPX domain-containing protein	protein-coding
R-1022	Chr2	18486255	18486836	+	130023	NA	TTS (AT2G44820.2)	TTS (AT2G44820.2)	1890	AT2G44820.1	819091	At.36711	NM_130046		AT2G44820	F16B22.34|F16B22_34	hypothetical protein	protein-coding
R-1027	Chr1	18182532	18182990	+	129421	NA	promoter-TSS (AT1G49160.1)	promoter-TSS (AT1G49160.1)	-370	AT1G49160.1	841339	At.19005	NM_103806		WNK7	F27J15.7|F27J15_7	putative serine/threonine-protein kinase WNK7	protein-coding
R-1031	Chr5	23066501	23067198	+	129421	NA	Intergenic	Intergenic	-1188	AT5G57010.1	835803	At.29351	NM_125083		AT5G57010	MHM17.13|MHM17_13	calmodulin-binding protein-like protein	protein-coding
R-1033	Chr3	22322920	22323199	+	129421	NA	promoter-TSS (AT3G60390.1)	promoter-TSS (AT3G60390.1)	-473	AT3G60390.1	825210	At.21112	NM_115903		HAT3	HOMEOBOX PROTEIN|homeobox-leucine zipper protein 3	homeobox-leucine zipper protein HAT3	protein-coding
R-1036	Chr2	17885805	17886495	+	129421	NA	promoter-TSS (AT2G43010.2)	promoter-TSS (AT2G43010.2)	-277	AT2G43010.1	818903	At.19015	NM_129862		PIF4	MFL8.13|MFL8_13|SRL2|phytochrome interacting factor 4	transcription factor PIF4	protein-coding
R-1025	Chr1	25877192	25878597	+	129421	NA	Intergenic	Intergenic	-2344	AT1G68830.1	843215	At.27657	NM_105557		STN7	STT7 homolog STN7|T6L1.2|T6L1_2	serine/threonine-protein kinase SNT7	protein-coding
R-1024	Chr1	26324605	26324939	+	129421	NA	promoter-TSS (AT1G69890.1)	promoter-TSS (AT1G69890.1)	-156	AT1G69890.1	843325	At.43696	NM_105657		AT1G69890	T17F3.8|T17F3_8	hypothetical protein	protein-coding
R-1038	Chr2	14025244	14025633	+	129421	NA	promoter-TSS (AT2G33060.1)	promoter-TSS (AT2G33060.1)	-45	AT2G33060.1	817868	At.37984	NM_128866		RLP27	AtRLP27|F25I18.20|F25I18_20|receptor like protein 27	receptor like protein 27	protein-coding
R-1034	Chr3	3657751	3658172	+	129421	NA	Intergenic	Intergenic	-2416	AT3G11590.1	820332	At.68685	NM_111992		AT3G11590	-	hypothetical protein	protein-coding
R-1028	Chr1	4514647	4515429	+	129421	NA	promoter-TSS (AT1G13220.2)	promoter-TSS (AT1G13220.2)	-568	AT1G13220.1	837882	At.11265	NM_101193		LINC2	F3F19.25|F3F19_25|LITTLE NUCLEI2	nuclear matrix constituent protein-like protein	protein-coding
R-1029	Chr1	3777089	3777331	+	129421	NA	promoter-TSS (AT1G11260.1)	promoter-TSS (AT1G11260.1)	-118	AT1G11260.1	837667	At.74867	NM_100998		STP1	ATSTP1|SUGAR TRANSPORTER 1|T28P6.9|T28P6_9|sugar transporter 1	sugar transporter 1	protein-coding
R-1035	Chr3	545697	546620	+	129421	NA	promoter-TSS (AT3G02570.1)	promoter-TSS (AT3G02570.1)	-563	AT3G02570.1	820656	At.24147	NM_111125		MEE31	F16B3.20|F16B3_20|MATERNAL EFFECT EMBRYO ARREST 31|PHOSPHOMANNOSE ISOMERASE 1|PMI1	mannose-6-phosphate isomerase	protein-coding
R-1032	Chr4	16742681	16742991	+	129421	NA	Intergenic	Intergenic	-2371	AT4G35180.1	829671	At.70694	NM_119684		LHT7	LYS/HIS transporter 7|T12J5.50|T12J5_50	LYS/HIS transporter 7	protein-coding
R-1037	Chr2	16435036	16435730	+	129421	NA	Intergenic	Intergenic	-2826	AT2G39350.1	818520	At.70170	NM_129492		AT2G39350	T16B24.1|T16B24_1	ABC transporter G family member 1	protein-coding
R-1040	Chr1	16968056	16968209	+	128819	NA	Intergenic	Intergenic	-2082	AT1G44900.2	841056	At.5390	NM_001198225		MCM2	ATMCM2|MINICHROMOSOME MAINTENANCE 2|T12C22.19|T12C22_19	minichromosome maintenance protein 2	protein-coding
R-1045	Chr4	18328708	18328927	+	128819	NA	TTS (AT4G39403.1)	TTS (AT4G39403.1)	882	AT4G39403.1	3770598	At.64219	NM_001036736		PLS	POLARIS	POLARIS protein	protein-coding
R-1044	Chr5	5262614	5262937	+	128819	NA	promoter-TSS (AT5G16110.1)	promoter-TSS (AT5G16110.1)	65	AT5G16110.1	831468	At.73102	NM_121616		AT5G16110	-	hypothetical protein	protein-coding
R-1039	Chr1	26327832	26328292	+	128819	NA	promoter-TSS (AT1G69900.1)	promoter-TSS (AT1G69900.1)	-231	AT1G69900.1	843326	At.50019	NM_105658		AT1G69900	T17F3.7|T17F3_7	Actin cross-linking protein	protein-coding
R-1049	Chr2	13263035	13263213	+	128819	NA	TTS (AT2G31130.1)	TTS (AT2G31130.1)	-1025	AT2G31110.2	817667	At.48534	NM_001084516		AT2G31110	T16B12.8|T16B12_8|TBL40|TRICHOME BIREFRINGENCE-LIKE 40	hypothetical protein	protein-coding
R-1048	Chr3	2636884	2637301	+	128819	NA	promoter-TSS (AT3G08680.1)	promoter-TSS (AT3G08680.1)	-468	AT3G08680.2	820015	At.22405	NM_111702		AT3G08680	-	putative inactive receptor kinase	protein-coding
R-1043	Chr5	16582294	16582467	+	128819	NA	intron (AT5G41410.1, intron 2 of 3)	intron (AT5G41410.1, intron 2 of 3)	2336	AT5G41410.1	834143	At.24568	NM_123506		BEL1	BELL 1|MYC6.12|MYC6_12	homeobox protein BEL1-like protein	protein-coding
R-1046	Chr3	4603623	4604014	+	128819	NA	promoter-TSS (AT3G13950.1)	promoter-TSS (AT3G13950.1)	-331	AT3G13950.1	820608	At.39316	NM_112249		AT3G13950	-	hypothetical protein	protein-coding
R-1041	Chr1	14165529	14165746	+	128819	NA	Intergenic	Intergenic	6403	AT1G37140.1	840631	At.51989	NM_001084201		MCT1	F28L22.10|F28L22_10|MEI2 C-terminal RRM only like 1	MEI2 C-terminal RRM only like 1 protein	protein-coding
R-1063	Chr3	18421334	18421828	+	128217	NA	TTS (AT3G49670.1)	TTS (AT3G49670.1)	-1068	AT3G49680.1	824130	At.25154	NM_001125330		BCAT3	ATBCAT-3|branched-chain aminotransferase 3	branched-chain-amino-acid aminotransferase 3	protein-coding
R-1055	Chr5	6420252	6420929	+	128217	NA	Intergenic	Intergenic	-1555	AT5G19130.1	832033	At.70275	NM_121918		AT5G19130	T24G5.30|T24G5_30	glycosylphosphatidylinositol transamidase	protein-coding
R-1061	Chr4	1514610	1515078	+	128217	NA	TTS (AT4G03420.1)	TTS (AT4G03420.1)	3005	AT4G03420.1	827928	At.19892	NM_116580		AT4G03420	F9H3.4|F9H3_4	hypothetical protein	protein-coding
R-1065	Chr2	16664916	16665207	+	128217	NA	promoter-TSS (AT2G39920.1)	promoter-TSS (AT2G39920.1)	-522	AT2G39920.1	818579	At.37119	NM_001202787		AT2G39920	T28M21.8|T28M21_8	acid phosphatase class IIIB protein	protein-coding
R-1052	Chr1	8310828	8310985	+	128217	NA	promoter-TSS (AT1G23390.1)	promoter-TSS (AT1G23390.1)	-257	AT1G23390.1	838947	At.71472	NM_102188		AT1G23390	F26F24.26|F26F24_26	Kelch repeat-containing F-box protein	protein-coding
R-1050	Chr1	29645223	29645739	+	128217	NA	TTS (AT1G78860.1)	TTS (AT1G78860.1)	2018	AT1G78860.1	844223	At.34227	NM_106534		AT1G78860	F9K20.9|F9K20_9	putative glycoprotein (EP1)	protein-coding
R-1057	Chr4	17774085	17774855	+	128217	NA	Intergenic	Intergenic	2927	AT4G37800.1	829936	At.42942	NM_119942		XTH7	T28I19.80|T28I19_80|xyloglucan endotransglucosylase/hydrolase 7	xyloglucan:xyloglucosyl transferase	protein-coding
R-1062	Chr3	21130408	21130598	+	128217	NA	TTS (AT3G57090.1)	TTS (AT3G57090.1)	1973	AT3G57090.1	824876	At.1065	NM_115568		BIGYIN	FIS1A|FISSION 1A	protein BIGYIN1	protein-coding
R-1054	Chr5	26768952	26769729	+	128217	NA	TTS (AT5G67070.1)	TTS (AT5G67070.1)	1320	AT5G67070.1	836842	At.9600	NM_126107		RALFL34	K21H1.3|K21H1_3|ralf-like 34	protein ralf-like 34	protein-coding
R-1060	Chr4	13195924	13196358	+	128217	NA	Intergenic	Intergenic	-1105	AT4G26000.1	828706	At.66652	NM_118733		PEP	F20B18.110|F20B18_110|PEPPER	RNA-binding KH domain-containing protein	protein-coding
R-1066	Chr2	10070974	10071515	+	128217	NA	promoter-TSS (AT2G23690.1)	promoter-TSS (AT2G23690.1)	-989	AT2G23690.1	816900	At.43913	NM_127932		AT2G23690	F27L4.13|F27L4_13	hypothetical protein	protein-coding
R-1058	Chr4	14623750	14624358	+	128217	NA	Intergenic	Intergenic	3577	AT4G29905.1	829113	At.67713	NM_148384		AT4G29905	-	hypothetical protein	protein-coding
R-1051	Chr1	23022306	23023088	+	128217	NA	Intergenic	Intergenic	-2012	AT1G62301.1	6241312	At.73819	NM_001124060		AT1G62301	-	hypothetical protein	protein-coding
R-1056	Chr5	5205193	5205569	+	128217	NA	promoter-TSS (AT5G15948.1)	promoter-TSS (AT5G15948.1)	-488	AT5G15950.1	831452	At.27461	NM_001036811		AT5G15950	F1N13.90|F1N13_90	S-adenosylmethionine decarboxylase-like protein	protein-coding
R-1075	Chr3	5165236	5165801	+	127615	NA	promoter-TSS (AT3G15350.2)	promoter-TSS (AT3G15350.2)	-688	AT3G15350.1	820766	At.71086	NM_112398		AT3G15350	-	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	protein-coding
R-1076	Chr3	3678248	3678805	+	127615	NA	TTS (AT3G11660.1)	TTS (AT3G11660.1)	1417	AT3G11660.1	820338	At.71596	NM_111998		NHL1	NDR1/HIN1-like 1	NDR1/HIN1-Like protein 1	protein-coding
R-1072	Chr4	1236832	1237013	+	127615	NA	TTS (AT4G02780.1)	TTS (AT4G02780.1)	-6977	AT4G02770.1	828183	At.23628	NM_116511		PSAD-1	PSI-D|photosystem I subunit D-1	photosystem I reaction center subunit II-1	protein-coding
R-1071	Chr4	12074366	12075244	+	127615	NA	TTS (AT4G23030.1)	TTS (AT4G23030.1)	1948	AT4G23030.1	828402	At.32474	NM_118432		AT4G23030	F7H19.220|F7H19_220	mate efflux domain-containing protein	protein-coding
R-1067	Chr1	25752005	25752168	+	127615	NA	promoter-TSS (AT1G68580.2)	promoter-TSS (AT1G68580.2)	-649	AT1G68580.2	843187	At.47248	NM_105529		AT1G68580	F24J5.18|F24J5_18	agenet domain-containing protein / bromo-adjacent homology (BAH) domain-containing protein	protein-coding
R-1074	Chr3	5297681	5298286	+	127615	NA	promoter-TSS (AT3G15630.1)	promoter-TSS (AT3G15630.1)	-384	AT3G15630.1	820805	At.20536	NM_112433		AT3G15630	-	hypothetical protein	protein-coding
R-1069	Chr1	3249823	3250138	+	127615	NA	Intergenic	Intergenic	-2260	AT1G09970.1	837531	At.22076	NM_100871		LRR XI-23	F21M12.36|F21M12_36|RLK7|receptor-like kinase 7	leucine-rich receptor-like protein kinase	protein-coding
R-1084	Chr5	26218117	26218288	+	127013	NA	promoter-TSS (AT5G65600.1)	promoter-TSS (AT5G65600.1)	-49	AT5G65600.1	836686	At.28899	NM_125958		AT5G65600	K21L13.11|K21L13_11	concanavalin A-like lectin kinase-like protein	protein-coding
R-1086	Chr5	1539928	1540478	+	127013	NA	Intergenic	Intergenic	-1318	AT5G05190.1	830401	At.66673	NM_120601		AT5G05190	K2A11.6|K2A11_6	hypothetical protein	protein-coding
R-1081	Chr1	12051093	12051503	+	127013	NA	TTS (AT1G33240.1)	TTS (AT1G33240.1)	3248	AT1G33240.1	840218	At.28206	NM_103052		GTL1	AT-GTL1|AT-GTL2|GT-2-like 1|GT2-LIKE 1|GT2-LIKE 2|T9L6.10|T9L6_10	protein GT-2-like 1	protein-coding
R-1078	Chr1	24968740	24969028	+	127013	NA	Intergenic	Intergenic	-1362	AT1G66920.2	843010	At.28772	NM_001198403		AT1G66920	T4O24.7|T4O24_7	protein kinase-like protein	protein-coding
R-1079	Chr1	24770469	24770960	+	127013	NA	3' UTR (AT1G66400.1, exon 1 of 1)	3' UTR (AT1G66400.1, exon 1 of 1)	657	AT1G66400.1	842958	At.27176	NM_105311		CML23	T27F4.15|T27F4_15|calmodulin like 23	putative calcium-binding protein CML23	protein-coding
R-1082	Chr1	6325090	6325341	+	127013	NA	promoter-TSS (AT1G18390.1)	promoter-TSS (AT1G18390.1)	-427	AT1G18390.1	838420	At.68629	NM_001160877		AT1G18390	F15H18.25|F15H18_25	protein kinase domain-containing protein	protein-coding
R-1077	Chr1	25677021	25677292	+	127013	NA	intron (AT1G68470.1, intron 1 of 1)	intron (AT1G68470.1, intron 1 of 1)	1132	AT1G68470.1	843176	At.35518	NM_105518		AT1G68470	T26J14.4|T26J14_4	Exostosin family protein	protein-coding
R-1092	Chr5	4191656	4191846	+	126411	NA	Intergenic	Intergenic	-4821	AT5G13180.1	831157	At.10079	NM_121321		NAC083	ANAC083|NAC domain containing protein 83|T19L5.140|T19L5_140|VND-interacting 2|VNI2	NAC domain containing protein 83	protein-coding
R-1091	Chr5	5914876	5915049	+	126411	NA	Intergenic	Intergenic	-1863	AT5G17880.1	831656	At.31499	NM_121794		CSA1	MPI7.20|MPI7_20|constitutive shade-avoidance1	TIR-NBS-LRR class disease resistance protein	protein-coding
R-1088	Chr1	20948165	20948482	+	126411	NA	promoter-TSS (AT1G56010.1)	promoter-TSS (AT1G56010.1)	-283	AT1G56010.1	842052	At.71152	NM_104479		NAC1	ANAC022|Arabidopsis NAC domain containing protein 21|Arabidopsis NAC domain containing protein 22|F14J16.32|NAC domain containing protein 1|anac021	NAC domain-containing protein 21/22	protein-coding
R-1094	Chr4	6863668	6864101	+	126411	NA	promoter-TSS (AT4G11280.1)	promoter-TSS (AT4G11280.1)	-213	AT4G11280.1	826730	At.3654	NM_117199		ACS6	1-aminocyclopropane-1-carboxylic acid (acc) synthase 6|ATACS6|F8L21.70|F8L21_70	1-aminocyclopropane-1-carboxylate synthase 6	protein-coding
R-1099	Chr2	6710935	6711850	+	126411	NA	promoter-TSS (AT2G15390.1)	promoter-TSS (AT2G15390.1)	-236	AT2G15390.2	816031	At.28327	NM_127099		FUT4	F26H6.9|F26H6_9|atfut4|fucosyltransferase 4	xyloglucan fucosyltransferase	protein-coding
R-1090	Chr5	25040054	25040566	+	126411	NA	promoter-TSS (AT5G62360.1)	promoter-TSS (AT5G62360.1)	-339	AT5G62360.1	836357	At.29053	NM_125630		AT5G62360	MMI9.1|MMI9_1	plant invertase/pectin methylesterase inhibitor domain-containing protein	protein-coding
R-1096	Chr2	16824944	16825583	+	126411	NA	promoter-TSS (AT2G40270.2)	promoter-TSS (AT2G40270.2)	-757	AT2G40270.1	818619	At.43577	NM_129585		AT2G40270	T7M7.19	Protein kinase family protein	protein-coding
R-1089	Chr1	19974485	19975439	+	126411	NA	promoter-TSS (AT1G53510.1)	promoter-TSS (AT1G53510.1)	-569	AT1G53510.1	841786	At.25395	NM_104229		MPK18	ARABIDOPSIS THALIANA MAP KINASE 18|ATMPK18|F22G10.12|mitogen-activated protein kinase 18	mitogen-activated protein kinase 18	protein-coding
R-1095	Chr4	2532713	2533119	+	126411	NA	promoter-TSS (AT4G04960.1)	promoter-TSS (AT4G04960.1)	-140	AT4G04960.1	825837	At.33934	NM_116735		AT4G04960	T32N4.9|T32N4_9	concanavalin A-like lectin kinase-like protein	protein-coding
R-1102	Chr1	7340554	7341160	+	125809	NA	Intergenic	Intergenic	3038	AT1G21000.2	838694	At.21086	NM_001123850		AT1G21000	F9H16.1|F9H16_1	PLATZ transcription factor domain-containing protein	protein-coding
R-1108	Chr5	8389373	8390084	+	125809	NA	Intergenic	Intergenic	-1701	AT5G24540.1	832525	At.54978	NM_122362		BGLU31	K18P6.7|K18P6_7|beta glucosidase 31	beta glucosidase 31	protein-coding
R-1106	Chr5	20861918	20862357	+	125809	NA	promoter-TSS (AT5G51330.1)	promoter-TSS (AT5G51330.1)	-426	AT5G51330.1	835207	At.26280	NM_124512		SWI1	DYAD|MFG13.3|MFG13_3|SWITCH1	protein SWITCH1 (protein DYAD)	protein-coding
R-1115	Chr2	7578397	7578713	+	125809	NA	Intergenic	Intergenic	-1255	AT2G17450.1	816251	At.25384	NM_127300		RHA3A	F5J6.22|RING-H2 FINGER PROTEIN RHA3A|RING-H2 finger A3A	RING-H2 finger protein ATL44	protein-coding
R-1111	Chr3	8437608	8437850	+	125809	NA	intron (AT3G23530.1, intron 2 of 22)	intron (AT3G23530.1, intron 2 of 22)	1058	AT3G23530.1	821932	At.28014	NM_113256		AT3G23530	-	Cyclopropane-fatty-acyl-phospholipid synthase	protein-coding
R-1103	Chr1	182354	182866	+	125809	NA	promoter-TSS (AT1G01490.1)	promoter-TSS (AT1G01490.1)	-252	AT1G01490.1	839440	At.27454	NM_001035851		AT1G01490	F22L4.5|F22L4_5	heavy-metal-associated domain-containing protein	protein-coding
R-1105	Chr5	25332873	25333315	+	125809	NA	TTS (AT5G63160.1)	TTS (AT5G63160.1)	2391	AT5G63160.1	836437	At.67928	NM_125711		BT1	BTB and TAZ domain protein 1|MDC12.13|MDC12_13	BTB and TAZ domain protein 1	protein-coding
R-1101	Chr1	20598845	20599449	+	125809	NA	promoter-TSS (AT1G55210.2)	promoter-TSS (AT1G55210.2)	-439	AT1G55210.1	841964	At.17720	NM_001198303		AT1G55210	F7A10.7|F7A10_7	Disease resistance-responsive (dirigent-like protein) family protein	protein-coding
R-1110	Chr3	9595791	9596285	+	125809	NA	promoter-TSS (AT3G26210.1)	promoter-TSS (AT3G26210.1)	-795	AT3G26210.1	822222	At.74945	NM_113528		CYP71B23	cytochrome P450|family 71|polypeptide 23|subfamily B	cytochrome P450 71B23	protein-coding
R-1100	Chr1	22677314	22677940	+	125809	NA	promoter-TSS (AT1G61470.1)	promoter-TSS (AT1G61470.1)	86	AT1G61460.1	842440	At.36442	NM_104827		AT1G61460	T1F9.5|T1F9_5	putative S-locus protein kinase	protein-coding
R-1112	Chr3	1648623	1648792	+	125809	NA	promoter-TSS (AT3G05650.1)	promoter-TSS (AT3G05650.1)	-134	AT3G05650.1	819732	At.40634	NM_111438		RLP32	AtRLP32|F18C1.8|F18C1_8|receptor like protein 32	receptor like protein 32	protein-coding
R-1104	Chr5	25658164	25659203	+	125809	NA	TTS (AT5G64120.1)	TTS (AT5G64120.1)	2319	AT5G64120.1	836533	At.74979	NM_125808		AT5G64120	MHJ24.10|MHJ24_10	peroxidase 71	protein-coding
R-1118	Chr2	11388173	11388400	+	125207	NA	promoter-TSS (AT2G26730.1)	promoter-TSS (AT2G26730.1)	-121	AT2G26730.1	817214	At.24004	NM_128230		AT2G26730	F18A8.10|F18A8_10	putative inactive receptor kinase	protein-coding
R-1116	Chr3	23013788	23014298	+	125207	NA	promoter-TSS (AT3G62150.1)	promoter-TSS (AT3G62150.1)	-134	AT3G62150.1	825388	At.34174	NM_116080		PGP21	P-glycoprotein 21	ABC transporter B family member 21	protein-coding
R-1117	Chr3	18373235	18374216	+	125207	NA	promoter-TSS (AT3G49570.1)	promoter-TSS (AT3G49570.1)	-701	AT3G49570.1	824119	At.47231	NM_114817		LSU3	RESPONSE TO LOW SULFUR 3	response to low sulfur 3 protein	protein-coding
R-1123	Chr5	4745341	4745674	+	124605	NA	promoter-TSS (AT5G14710.1)	promoter-TSS (AT5G14710.1)	-825	AT5G14710.1	831323	At.66665	NM_121475		AT5G14710	T9L3.10|T9L3_10	proteasome assembly chaperone 3	protein-coding
R-1131	Chr3	6494513	6495528	+	124605	NA	Intergenic	Intergenic	-1178	AT3G18840.2	821417	At.72180	NM_001084713		AT3G18840	-	pentatricopeptide repeat-containing protein	protein-coding
R-1120	Chr1	6219281	6220241	+	124605	NA	promoter-TSS (AT1G18075.1)	promoter-TSS (AT1G18075.1)	-887	AT1G18075.1	3766747				MIR159B	MICRORNA 159|MIR159|microRNA159B	ncRNA	ncRNA
R-1125	Chr4	15289479	15290061	+	124605	NA	TTS (AT4G31550.1)	TTS (AT4G31550.1)	1769	AT4G31550.1	829282	At.24683	NM_119304		WRKY11	ATWRKY11|F3L17.120|F3L17_120|WRKY DNA-binding protein 11	putative WRKY transcription factor 11	protein-coding
R-1136	Chr2	10270589	10271493	+	124605	NA	promoter-TSS (AT2G24160.1)	promoter-TSS (AT2G24160.1)	-429	AT2G24160.1	3768109				AT2G24160	F27D4.7|F27D4_7	pseudo	pseudo
R-1124	Chr5	1931813	1932818	+	124605	NA	promoter-TSS (AT5G06320.1)	promoter-TSS (AT5G06320.1)	-547	AT5G06320.1	830520	At.72448	NM_120715		NHL3	MHF15.16|MHF15_16|NDR1/HIN1-like 3	NDR1/HIN1-Like protein 3	protein-coding
R-1128	Chr4	10060995	10061247	+	124605	NA	promoter-TSS (AT4G18170.1)	promoter-TSS (AT4G18170.1)	-252	AT4G18170.1	827542	At.27349	NM_117927		WRKY28	ATWRKY28|T9A21.10|T9A21_10|WRKY DNA-binding protein 28	WRKY DNA-binding protein 28	protein-coding
R-1132	Chr2	18534643	18535114	+	124605	NA	Intergenic	Intergenic	-2379	AT2G44940.1	819103	At.14592	NM_130059		AT2G44940	T13E15.25	ethylene-responsive transcription factor ERF034	protein-coding
R-1129	Chr4	9753756	9754020	+	124605	NA	promoter-TSS (AT4G17490.1)	promoter-TSS (AT4G17490.1)	-21	AT4G17490.1	827463	At.71513	NM_117854		ERF6	ATERF6|DL4780C|ERF-6-6|FCAALL.120|ethylene responsive element binding factor 6	ethylene-responsive transcription factor 6	protein-coding
R-1135	Chr2	10309468	10309621	+	124605	NA	Intergenic	Intergenic	-1104	AT2G24240.1	816958	At.39188	NM_127985		AT2G24240	F27D4.15|F27D4_15	BTB/POZ domain with WD40/YVTN repeat-containing protein	protein-coding
R-1121	Chr1	4328982	4329174	+	124605	NA	promoter-TSS (AT1G12710.1)	promoter-TSS (AT1G12710.1)	-597	AT1G12710.1	837826	At.42062	NM_101141		PP2-A12	AtPP2-A12|T12C24.23|T12C24_23|phloem protein 2-A12	F-box protein PP2-A12	protein-coding
R-1142	Chr4	9252153	9253011	+	124003	NA	Intergenic	Intergenic	-1973	AT4G16380.1	2745712	At.24999	NM_001125518		AT4G16380	-	metal ion binding protein	protein-coding
R-1144	Chr3	4740296	4740459	+	124003	NA	Intergenic	Intergenic	-1236	AT3G14230.2	820643	At.25146	NM_112281		RAP2.2	related to AP2 2	ethylene-responsive transcription factor RAP2-2	protein-coding
R-1138	Chr1	29440695	29441581	+	124003	NA	Intergenic	Intergenic	2872	AT1G78250.1	3767720				AT1G78250	52154.TRNA-MET-1	tRNA	tRNA
R-1143	Chr3	21056286	21056838	+	124003	NA	TTS (AT3G56870.1)	TTS (AT3G56870.1)	-3353	AT3G56880.1	824855	At.73992	NM_115547		AT3G56880	-	VQ motif-containing protein	protein-coding
R-1141	Chr5	4943965	4944136	+	124003	NA	promoter-TSS (AT5G15230.1)	promoter-TSS (AT5G15230.1)	-850	AT5G15230.1	831375	At.24725	NM_001085118		GASA4	F8M21.120|F8M21_120|GAST1 protein homolog 4	gibberellin-regulated protein 4	protein-coding
R-1149	Chr1	21058829	21058980	+	123402	NA	Intergenic	Intergenic	-1327	AT1G56240.1	842077	At.75033	NM_104503		PP2-B13	AtPP2-B13|F14G9.15|F14G9_15|phloem protein 2-B13	F-box protein PP2-B13	protein-coding
R-1158	Chr4	9415038	9415528	+	123402	NA	TTS (AT4G16745.2)	TTS (AT4G16745.2)	3417	AT4G16745.1	827378	At.33051	NM_001203814		AT4G16745	-	Exostosin family protein	protein-coding
R-1153	Chr5	26899704	26899979	+	123402	NA	promoter-TSS (AT5G67411.1)	promoter-TSS (AT5G67411.1)	-744	AT5G67411.1	3771574	At.65711	NM_001037090		AT5G67411	-	putative scarecrow-like protein 16	protein-coding
R-1162	Chr3	8187183	8187408	+	123402	NA	TTS (AT3G23040.1)	TTS (AT3G23040.1)	1215	AT3G23040.1	821878	At.53447	NM_113204		AT3G23040	-	hypothetical protein	protein-coding
R-1163	Chr3	7593869	7594153	+	123402	NA	Intergenic	Intergenic	-1689	AT3G21550.1	821709	At.26439	NM_113050		DMP2	Arabidopsis thaliana DUF679 domain membrane protein 2|AtDMP2|DUF679 domain membrane protein 2	hypothetical protein	protein-coding
R-1147	Chr1	30304655	30305129	+	123402	NA	promoter-TSS (AT1G80620.1)	promoter-TSS (AT1G80620.1)	-470	AT1G80620.1	844401	At.44637	NM_179583		AT1G80620	-	S15/NS1, RNA-binding protein	protein-coding
R-1156	Chr4	13652294	13652481	+	123402	NA	Intergenic	Intergenic	-1222	AT4G27260.1	828834	At.67571	NM_118860		WES1	GH3.5|M4I22.70|M4I22_70	indole-3-acetic acid-amido synthetase GH3.5	protein-coding
R-1154	Chr5	22505463	22505688	+	123402	NA	TTS (AT5G55560.1)	TTS (AT5G55560.1)	-1523	AT5G55550.4	835649	At.6910	NM_001203617		AT5G55550	MTE17.27|MTE17_27	RNA recognition motif-containing protein	protein-coding
